user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
161, Other,28.0,DE,F ree,209.0,84.0,0.53,Web ,28,0,0
7627, Female,57.0,FR,FAMILY,133.0,,0.17,WEB,0,1,0
4396,Male,28.0,PK,family,195.0,78.0,0.38,Web ,0,1,1
5953,Male,22.0,US,FREE,145.0,21.0,0.44,Desktop ,26,0,0
5360,Female,51.0,FR,PREMIUM,143.0,6.0,0.34,MOBILE,0,1,1
403,F,40.0,PK,Student ,103.0,39.0,0.08,web,0,1,1
563, Other,45.0,,free,124.0,49.0,0.05,Web,22,0,1
2710,M,43,FR, Free,260,,0.03,Web,6,0,0
1588,Female ,56.0,AUS,Student ,289.0,,0.13,DESKTOP,0,1,0
3188,Other ,,Germany,student,34.0,37.0,0.05,Wb,0,1,0
6066,Female,32.0,ca,Studnt,32.0,90.0,0.53,Desktop ,0,1,0
7432,M,150.0,United Kingdom,STUDENT,,40.0,0.35,Moble,0,1,1
3032, Male,19.0,GER, Student,170.0,84.0,0.43,Mobile ,0,1,0
4939,Other ,32.0,Germany,free,172.0,50.0,0.58,Mobile ,10,0,0
5989,Male ,54.0,FR,premium,224.0,60.0,0.4, Desktop,0,1,0
7286,Female ,48.0,UK,PREMIUM,80.0,53.0,0.05,mobile,0,1,0
5922,male,48.0,IN, Student,137.0,43.0,0.24,web,0,1,1
7126,female,56.0,US,Student,63.0,83.0,0.47,WEB,0,1,0
6198,M,42.0,U.S.A.,STUDENT,73.0,16.0,0.2,Desktop,0,1,0
2756,OTHER,19.0,US,premium,188.0,23.0,0.11,Desktop,0,1,0
5597,OTHER,54.0,FR,FAMILY,59.0,96.0,0.49,mobile,0,1,0
4654,female,37.0,FR,premium,110.0,1.0,0.05, Desktop,0,1,0
5432,O,46.0,U.K.,Premium,280.0,76.0,0.03,Web,0,1,0
3124,FEMALE,26.0,Australia,Premium ,77.0,48.0,0.12,Desktop,0,1,0
4953,Male,,AUS,Studnt,264.0,71.0,0.27,DESKTOP,0,1,0
4630,Male ,21.0,U.S.A.,student,40.0,99.0,0.51, Desktop,0,1,1
6056,Other,35.0,FR,Premium,126.0,17.0,0.45,,0,1,0
5188,other,999.0,GER,F ree,,21.0,0.41,Desktop ,12,0,0
7491, Other,35.0,FR, Free,15.0,65.0,0.18,Desktp,45,0,0
3809,FEMALE,35.0,de,Premum,142.0,,0.07,desktop,0,1,0
2973,Female,22.0,IN,FREE,181.0,7.0,0.48,Web ,18,0,1
249,Female,54.0,IN,family,49.0,27.0,0.29,Mobile,0,1,0
3212,female,40.0,U.S.A.,Family,36.0,25.0,0.26,web,0,1,0
7169,MALE,54.0,Britain,STUDENT,176.0,59.0,0.44, Desktop,0,1,0
7329,MALE,46.0,,PREMIUM,122.0,46.0,0.31,Web ,0,1,0
6921,FEMALE,30.0,ca,Studnt,44.0,30.0,0.58,Web ,0,1,1
1169,Other ,42.0,,Premum,88.0,48.0,0.15,Mobile ,0,1,0
1679,Male ,35.0,FR, Premium,244.0,42.0,0.48,DESKTOP,0,1,0
5556,Female ,51.0,us,free,179.0,35.0,0.02,Moble,39,0,0
3098,Female ,22.0,IN,free,129.0,76.0,0.17, Mobile,17,0,0
176,F,57.0,U.K.,Premium,121.0,86.0,0.08,web,0,1,1
3106,FEMALE,18.0,,family,192.0,89.0,0.22,Mobile ,0,1,1
7804,Male,58.0,,Studnt,28.0,98.0,0.33, Mobile,0,1,0
4389,male,21.0,FR,Free,292.0,83.0,0.3,Desktp,44,0,1
6845,Female,29.0,CA,Premium ,66.0,30.0,0.08,Mobile,0,1,0
4850,Male,45.0,IN,Premum,49.0,96.0,0.14,desktop,0,1,1
2080,male,36.0,ca, Student,77.0,34.0,0.44,,0,1,0
6980, Female,40.0,Canada,premium,23.0,7.0,0.49,Moblie,0,1,0
6896, Male,20.0,CA,Family ,288.0,37.0,0.01,,0,1,0
4766,Male ,200.0,ca,Family ,,41.0,0.47,Moble,0,1,0
1983,female,50.0,U.S.,Premium,203.0,71.0,0.34,Wb,0,1,1
2443,FEMALE,54.0,FR,FREE,283.0,27.0,0.54,Moblie,11,0,1
6544,Other ,,AU,student,31.0,39.0,0.58,Mobile,0,1,1
6225,Other ,18.0,CA,Premium,23.0,39.0,0.22, Mobile,0,1,1
5823,Female ,56.0,FR,FREE,264.0,28.0,0.3,Mobile,8,0,0
5260,OTHER,17.0,Canada,Student,13.0,54.0,0.39,MOBILE,0,1,1
1870,Other,36.0,CAN,Free ,287.0,44.0,0.07,MOBILE,32,0,0
1368,FEMALE,18.0,IN,Famly,52.0,,0.0,Web ,0,1,1
7821, Other,42.0,IN,free,96.0,5.0,0.08,,21,0,0
2460,F,51.0,us,Free,28.0,4.0,0.36,Desktop ,34,0,0
4060,FEMALE,50.0,UK,F ree,229.0,71.0,0.54,Desktp,32,0,1
966,Female,36.0,Britain,Studnt,35.0,82.0,0.2,WEB,0,1,0
2125,OTHER,41,uk,Student,,47.0,0.05,Mobile ,0,1,0
3343,Other,33.0,CAN, Free,-10.0,86.0,0.26,Mobile,24,0,0
7248,Female ,20.0,PK,Famly,226.0,11.0,0.06, Web,0,1,0
196,Female,31.0,ca,Student ,100.0,70.0,0.43,Moblie,0,1,0
2098,Female ,19.0,IN,STUDENT,87.0,19.0,0.03,Moble,0,1,0
1307,Other ,21.0,Canada,Free ,198.0,46.0,0.49,Moble,42,0,0
6575,MALE,20.0,us,Premium ,254.0,96.0,0.38, Desktop,0,1,0
5052,Female ,36.0,IN, Student,,88.0,0.43,Desktp,0,1,0
7733,female,20.0,IN,Free ,265.0,40.0,0.56,Mobile,11,0,0
451, Female,55.0,de,Studnt,98.0,17.0,0.17,Desktop ,0,1,1
3114,Female ,37.0,Germany,Premium,244.0,,0.18, Web,0,1,0
5456,Female,44.0,US,Famly,189.0,1.0,0.42,Desktop,0,1,1
1713,OTHER,59.0,Germany, Free,66.0,35.0,0.0, Web,49,0,0
2675, Female,49.0,FR,Premum,103.0,15.0,0.58,desktop,0,1,0
5562,female,19.0,FR,Family ,120.0,43.0,0.15,DESKTOP,0,1,0
2697,Other,22.0,, Premium,237.0,91.0,0.17,WEB,0,1,1
5662,Female,45.0,PK,Premium ,,44.0,0.46,web,0,1,0
6314,male,25.0,U.S.,Famly,238.0,25.0,0.13,WEB,0,1,0
1644,Male ,46.0,,Premum,224.0,27.0,0.16,Moblie,0,1,0
843,MALE,22.0,U.S.A.,Premium,80.0,58.0,0.18,desktop,0,1,0
5731,female,27.0,CA,family,104.0,66.0,0.45,Desktop ,0,1,0
7996,other,44.0,GER, Student,237.0,,0.3,Mobile,0,1,1
7242, Male,57.0,FR,Premium,138.0,3.0,0.42,Mobile,0,1,0
4841,M,33.0,Canada,free,253.0,67.0,0.54,Moblie,34,0,0
5637, Male,16.0,AUS,Famly,143.0,37.0,0.11,Web ,0,1,1
2211,O,47.0,IN,student,64.0,52.0,0.55,WEB,0,1,0
1782,Female,29.0,IN,FAMILY,142.0,76.0,0.32,Moble,0,1,1
5077,Other,55.0,IN, Student,180.0,,0.34,Desktop,0,1,0
8035,FEMALE,27.0,IN,free,26.0,95.0,0.17,web,47,0,1
7644,other,36,FR,Premium,88,47.0,0.14,Moblie,0,1,1
6941,Male,20.0,de,Free,142.0,95.0,0.6,Web ,29,0,1
2758,Male,33.0,PK, Student,274.0,14.0,0.2, Desktop,0,1,0
4351,Other,59.0,USA,Family,85.0,79.0,0.09,Mobile,0,1,0
2135,Male,22.0,CAN,F ree,30.0,31.0,0.4, Desktop,12,0,1
2093,O,23.0,GER,Premium,293.0,70.0,0.08,WEB,0,1,0
893,Male ,37.0,GER, Student,113.0,50.0,0.51,Wb,0,1,0
5169,F,58.0,IN,PREMIUM,241.0,64.0,0.28,Mobile,0,1,0
396,other,24.0,us,F ree,203.0,75.0,0.26,Desktop,27,0,0
5155,F,18.0,AU,Premium ,209.0,2.0,0.11,Mobile,0,1,0
2777,other,46.0,CAN,Studnt,138.0,,0.53,desktop,0,1,0
41,F,51.0,United Kingdom, Premium,122.0,16.0,0.54,Desktop ,0,1,0
6987, Female,28.0,AUS,Free ,269.0,4.0,0.39,,29,0,0
1277,Male ,27.0,FR,Premium ,205.0,53.0,0.42, Mobile,0,1,1
8140,female,43.0,,Famly,124.0,16.0,0.49,mobile,0,1,0
3352,Female,16.0,FR,Premium ,88.0,60.0,0.41,MOBILE,0,1,0
6013,OTHER,47.0,AUS, Student,233.0,32.0,0.11,MOBILE,0,1,0
3884,Other,59.0,IN, Premium,252.0,82.0,0.07,Mobile,0,1,0
2325,Male,40.0,IN,STUDENT,13.0,71.0,0.32,Moble,0,1,0
3799, Other,47.0,IN,Student ,196.0,24.0,0.07,Moble,0,1,0
4381,Female,45.0,AUS,Family,61.0,77.0,0.21,Mobile,0,1,0
1239, Female,52.0,uk,Premum,247.0,41.0,0.33,Desktp,0,1,0
5613,O,37.0,PK,PREMIUM,12.0,22.0,0.32,Web,0,1,1
3923,Other ,59.0,Canada,premium,115.0,35.0,0.3,,0,1,1
45,Male,39.0,PK,FAMILY,288.0,69.0,0.48,Web,0,1,0
6043,OTHER,59.0,us,Premium ,179.0,26.0,0.3,WEB,0,1,0
14,Female,53.0,U.S.,PREMIUM,45.0,47.0,0.6,Wb,0,1,0
2094,female,55.0,FR,Student ,195.0,13.0,0.49,MOBILE,0,1,1
5442,OTHER,50.0,AU,Free,33.0,88.0,0.11, Desktop,24,0,0
1562,Female ,20.0,PK, Free,48.0,76.0,0.17,Mobile,13,0,0
7932,Other,26.0,GER,Premum,31.0,4.0,0.28,mobile,0,1,0
2144,Female,57.0,AUS, Student,223.0,18.0,0.35, Desktop,0,1,0
1921,M,30.0,U.K.,student,79.0,1.0,0.16,Web,0,1,0
7836,Female ,18.0,FR,F ree,117.0,2.0,0.08,DESKTOP,29,0,0
5331,F,42.0,ca,Premum,129.0,77.0,0.55,DESKTOP,0,1,1
6807,MALE,43.0,, Premium,75.0,43.0,0.57,DESKTOP,0,1,1
2112,Female,,au,Famly,283.0,48.0,0.41,Mobile,0,1,0
1822,F,52.0,us,FAMILY,119.0,2.0,0.21,Moblie,0,1,0
4547,other,37.0,GER,premium,22.0,,0.3,Desktp,0,1,0
6910,M,21.0,FR,free,126.0,31.0,0.46,DESKTOP,15,0,1
3780,F,35.0,GER,Family,152.0,63.0,0.14,Desktop ,0,1,1
7544, Female,22.0,IN,family,288.0,,0.17,Web ,0,1,1
5200, Male,,FR,Free ,142.0,83.0,0.55,Desktop ,25,0,0
3439,male,54.0,IN,free,19.0,80.0,0.38,desktop,44,0,0
5929,female,51.0,U.K.,Studnt,268.0,9.0,0.3, Desktop,0,1,0
5316, Female,54.0,PK, Premium,182.0,78.0,0.25,Mobile,0,1,1
7431,female,26.0,CAN,free,209.0,41.0,0.59,Wb,45,0,1
1417,female,20.0,U.S.,F ree,23.0,15.0,0.12,,5,0,0
1071,OTHER,28.0,Germany,premium,178.0,14.0,0.35,web,0,1,0
2252,Male,58.0,IN,free,163.0,86.0,0.05,Mobile ,45,0,1
2055,Other ,28.0,PK,Free,125.0,56.0,0.5,Desktp,23,0,1
3307,Male ,42.0,CAN,Student ,245.0,81.0,0.46,Moble,0,1,1
5451,Male,52.0,,Famly,173.0,19.0,0.25,Desktop ,0,1,0
8002,FEMALE,49.0,United Kingdom,STUDENT,61.0,34.0,0.43,Moblie,0,1,0
2124,M,21.0,Britain,PREMIUM,118.0,87.0,0.27,WEB,0,1,0
7325,Female ,51.0,PK, Student,123.0,33.0,0.28,Desktop,0,1,0
7566, Male,39.0,UK, Premium,194.0,6.0,0.09,MOBILE,0,1,1
3536,OTHER,,PK,Premium ,260.0,33.0,0.53,DESKTOP,0,1,0
5444, Other,49.0,United States,Free ,57.0,82.0,0.18, Desktop,30,0,0
1730,Female,59.0,IN,Free ,188.0,36.0,0.4,Mobile,16,0,1
305,Other,36,U.S., Premium,,29.0,0.53, Web,0,1,0
2627,O,53.0,FR,Premium ,144.0,84.0,0.52,Moble,0,1,0
5094,M,23.0,FR,Premium,207.0,86.0,0.06,WEB,0,1,0
6903,OTHER,34.0,Canada,free,138.0,36.0,0.32,desktop,9,0,0
3676,Female ,39.0,Britain,family,156.0,79.0,0.07,Desktop,0,1,0
4560, Female,54.0,FR,Famly,108.0,65.0,0.26,Web ,0,1,0
1804,Other ,47.0,DE,Student,66.0,60.0,0.13, Desktop,0,1,1
3359,OTHER,54.0,Britain,Premium,69.0,78.0,0.13,Desktop ,0,1,0
784,Other,52.0,us,Premium,120.0,84.0,0.5,WEB,0,1,0
8058,O,57.0,U.S.,Family,172.0,29.0,0.41,Web,0,1,0
3095,MALE,,FR, Free,191.0,85.0,0.5, Desktop,44,0,0
6898,O,23.0,PK,Premum,160.0,50.0,0.2,Wb,0,1,0
7261,female,51.0,US,premium,57.0,13.0,0.34,Desktop,0,1,0
7152,Male,31.0,IN,Free,79.0,40.0,0.18,Web ,23,0,1
5259,Female,43.0,USA,Premium ,225.0,4.0,0.37,Mobile ,0,1,0
7603,Male ,999.0,FR,Premum,150.0,88.0,0.16,DESKTOP,0,1,0
4411,female,24.0,Australia,PREMIUM,249.0,,0.53,,0,1,1
5699,M,37.0,Australia,premium,33.0,28.0,0.21, Web,0,1,0
7687,Other ,55.0,U.S.A.,F ree,47.0,71.0,0.23,desktop,25,0,1
1757,Female ,57.0,FR,Famly,179.0,97.0,0.19, Web,0,1,0
3407,OTHER,50.0,GER,Family,79.0,89.0,0.2,desktop,0,1,0
2085,other,53.0,IN,STUDENT,67.0,35.0,0.53,WEB,0,1,0
3727,FEMALE,54.0,Australia,student,44.0,57.0,0.19,MOBILE,0,1,1
5740,Female ,40.0,FR,premium,83.0,90.0,0.54,MOBILE,0,1,0
4605,male,20.0,Australia,student,215.0,71.0,0.56,Moblie,0,1,0
3830,Male,43.0,FR,FAMILY,262.0,32.0,0.04,Mobile,0,1,0
2893,Other,46.0,GER, Free,296.0,95.0,0.19,desktop,12,0,0
3845, Male,32.0,U.K., Premium,77.0,59.0,0.4, Web,0,1,0
7364,Male,58.0,, Student,100.0,14.0,0.34, Desktop,0,1,1
3649,Male ,38.0,United States,Free,209.0,81.0,0.39,WEB,39,0,0
6784,female,27.0,U.K.,Student,158.0,77.0,0.55,Moblie,0,1,0
1996,M,56.0,,Family,123.0,96.0,0.42,web,0,1,1
4118,other,44.0,au,Family,39.0,8.0,0.56,DESKTOP,0,1,1
6538,MALE,33.0,ca,Studnt,41.0,22.0,0.55,Desktop ,0,1,1
5060, Female,38.0,au,Premum,32.0,44.0,0.19,Desktp,0,1,0
7955,F,46.0,Canada,Premum,159.0,25.0,0.28,Desktop,0,1,1
1566,male,54.0,PK,Family,276.0,39.0,0.16,web,0,1,1
2971,male,56.0,PK,Premium ,126.0,46.0,0.33,MOBILE,0,1,0
7646, Other,41.0,Germany,Studnt,99.0,58.0,0.59,Mobile,0,1,0
4227,F,37.0,United Kingdom,Free ,16.0,43.0,0.39,mobile,43,0,0
4306,O,19,AUS,free,46,22.0,0.11,MOBILE,48,0,0
5318, Female,25.0,FR,F ree,107.0,83.0,0.13,MOBILE,17,0,0
252,Other,,CA,Free,,84.0,0.43, Desktop,24,0,0
8155, Female,33.0,au,Premium,75.0,71.0,0.51,desktop,0,1,0
6873,Male,39.0,,Student,240.0,73.0,0.39,WEB,0,1,0
1607,Female,24,IN,Premum,,30.0,0.11,desktop,0,1,0
7383,Female,33.0,IN,Student ,99.0,6.0,0.18,Moble,0,1,0
439,Other,35.0,GER,Free,172.0,5.0,0.05,desktop,27,0,0
1007,Female ,18.0,U.K.,Studnt,255.0,68.0,0.19,Web,0,1,0
5462,M,44.0,FR,PREMIUM,278.0,37.0,0.52,Web,0,1,0
2013, Other,36.0,Canada,Family,223.0,81.0,0.02,Moblie,0,1,0
5148,M,54.0,IN, Family,113.0,,0.31,Mobile,0,1,1
6364,O,43.0,,FAMILY,155.0,58.0,0.27,Desktop ,0,1,0
6370, Other,,CA,Free,159.0,71.0,0.44,Mobile ,25,0,1
6308,F,45.0,IN, Free,294.0,43.0,0.51,WEB,27,0,0
3988,O,34.0,IN,family,120.0,48.0,0.54,mobile,0,1,1
6241,Male,,IN,STUDENT,89.0,74.0,0.33,Mobile,0,1,0
7504,Other ,49.0,de,student,233.0,78.0,0.31,,0,1,1
2528,Female ,51.0,,Studnt,178.0,73.0,0.14, Mobile,0,1,1
4603,OTHER,36.0,IN,PREMIUM,226.0,24.0,0.08,Desktp,0,1,1
5088,F,47.0,AUS,Premium ,136.0,82.0,0.17,desktop,0,1,0
2351,male,24.0,PK,Studnt,199.0,90.0,0.55, Web,0,1,0
4813,female,26.0,PK,F ree,70.0,7.0,0.5,Desktop ,30,0,0
5936, Female,36.0,AUS,Studnt,70.0,61.0,0.29,mobile,0,1,0
3436, Male,22.0,PK,Family,14.0,75.0,0.59,web,0,1,0
2324, Other,53.0,United States,Premium,127.0,75.0,0.39,DESKTOP,0,1,1
6316,male,55.0,GER,F ree,65.0,69.0,0.47,Desktop ,49,0,1
6122,MALE,19.0,PK,Free,251.0,96.0,0.11,DESKTOP,40,0,1
3117,Male,38.0,FR,F ree,205.0,71.0,0.23,WEB,11,0,0
7802, Female,46.0,FR,Premum,212.0,45.0,0.34,desktop,0,1,0
7902,Female,24.0,FR, Free,86.0,23.0,0.28,DESKTOP,28,0,1
6113,Male,30.0,PK,Free ,287.0,60.0,0.15,WEB,36,0,1
3772,F,21.0,IN,Premium,53.0,68.0,0.31,DESKTOP,0,1,0
1951, Female,29.0,ca,F ree,223.0,89.0,0.24,Desktop,16,0,0
6173,Female ,27.0,Britain,student,76.0,,0.18, Desktop,0,1,0
7441,MALE,24.0,CA,Famly,283.0,75.0,0.11,DESKTOP,0,1,1
4236, Male,42.0,PK,STUDENT,42.0,34.0,0.6,WEB,0,1,1
3524,FEMALE,49.0,United Kingdom,STUDENT,61.0,34.0,0.43,Moblie,0,1,0
3239,Female,59.0,PK,premium,123.0,59.0,0.23,Desktop,0,1,1
3064,Other,43.0,AUS,Premum,92.0,91.0,0.21, Mobile,0,1,0
6350,F,56.0,US, Free,33.0,24.0,0.44,Moble,33,0,1
7284,Other ,34.0,AUS,Free ,173.0,96.0,0.32,Desktop ,28,0,0
