user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
46,,18,PK,prEmium,,,,web,,1,0
47,Female,56,cAnAdA,studENt,255.0,75.0,0.58,desktop,0.0,1,0
48,Male,58,United States,faMily,26.0,23.0,0.08,MOBILE,0.0,1,0
49,Other,59,usa,family,238.0,60.0,0.29,desk ,0.0,1,0
50,Male,50,PK,Free ,241.0,7.0,0.56,desktop,22.0,0,1
51,Female,45,Ca,PREMIUM,124.0,98.0,0.36,DESKTOP,0.0,1,0
52,Other,56,FR,premium,260.0,31.0,0.49,wEb,0.0,1,0
53,Female,38,aus,FREE,41.0,3.0,0.0,desk ,43.0,0,1
54,Male,57,Deu, freE,222.0,96.0,0.26,wEb,15.0,0,0
55,Female,46,UK,faMily,121.0,71.0,0.32,DESKTOP,0.0,1,0
56,Female,41,IN,faMily,277.0,2.0,0.59,WEB,0.0,1,0
57,Other,19,IN,Free ,107.0,82.0,0.11,desk ,12.0,0,1
58,Male,48,FR,STUDENT,198.0,63.0,0.23,desk ,0.0,1,0
59,Other,22,DEU,FREE,59.0,51.0,0.42,desk ,19.0,0,0
60,Other,17,IN,student,95.0,79.0,0.53,Web ,0.0,1,1
61,Female,25,UK,prEmium,262.0,23.0,0.17,wEb,0.0,1,0
62,Other,49,PK,Stud ,169.0,26.0,0.56,Mob ,0.0,1,0
63,Other,59,IN, freE,25.0,32.0,0.2,Mob ,38.0,0,0
64,Female,45,CAN,FAMILY,55.0,67.0,0.51,MOBILE,0.0,1,1
65,Male,45,IN,student,161.0,42.0,0.4,DESKTOP,0.0,1,1
66,,21,FR,FAMILY,,,,Web ,,1,0
67,Male,45,Deu,FREE,152.0,32.0,0.49,MOBILE,14.0,0,1
68,Female,45,UK,free,156.0,51.0,0.14,desk ,18.0,0,0
69,Other,22,aus,Stud ,99.0,43.0,0.17,desktop,0.0,1,0
70,Other,56,U.S.,FREE,144.0,12.0,0.27,Mob ,0.0,0,0
71,Other,51,AustraLia,STUDENT,265.0,81.0,0.36,WEB,0.0,1,0
72,Female,22,australia,faMily,131.0,70.0,0.35,wEb,0.0,1,0
73,Other,33,CAN,student,19.0,68.0,0.32,DESKTOP,0.0,1,1
74,Other,59,aus,Fam ,201.0,15.0,0.05,mobIle,0.0,1,0
75,Male,41,Deu,FAMILY,223.0,53.0,0.33,Web ,0.0,1,0
76,Male,25,UK,premium,111.0,83.0,0.19,DESKTOP,0.0,1,0
77,Male,41,FR,faMily,81.0,6.0,0.47,mobile,0.0,1,0
78,Other,30,FR,family,124.0,73.0,0.43,MOBILE,0.0,1,0
79,Male,23,United States,FREE,13.0,30.0,0.24,mobIle,32.0,0,0
80,Female,47,PK,premium,31.0,72.0,0.53,desk ,0.0,1,1
81,Male,34,AUS,PREMIUM,277.0,87.0,0.3,web,0.0,1,0
82,Other,45,FR,student,181.0,69.0,0.59,wEb,0.0,1,0
83,Other,32,PK, freE,167.0,4.0,0.56,Mob ,35.0,0,0
84,Other,51,canada,FREE,105.0,11.0,0.03,WEB,29.0,0,0
85,Other,21,FR,studENt,202.0,79.0,0.45,DeskTop,0.0,1,0
86,Female,20,IN,family,284.0,38.0,0.23,wEb,0.0,1,0
87,Female,21,usa,prEmium,286.0,97.0,0.24,WEB,0.0,1,0
88,Female,44,UK,Free ,212.0,73.0,0.57,Web ,19.0,0,0
89,Other,50,PK,faMily,99.0,15.0,0.15,mobIle,0.0,1,0
90,Other,52,de,STUDENT,224.0,49.0,0.38,desk ,0.0,1,0
91,Male,43,UK,FREE,195.0,80.0,0.17,wEb,28.0,0,0
92,Female,41,PK,PREMIUM,173.0,85.0,0.22,web,0.0,1,0
93,Female,57,IN,family,210.0,7.0,0.25,WEB,0.0,1,0
94,Other,50,UK,free,85.0,7.0,0.45,desktop,44.0,0,0
95,Female,35,FR,Fam ,93.0,1.0,0.4,mobile,0.0,1,0
96,Other,51,IN,student,99.0,58.0,0.59,DeskTop,0.0,1,1
97,Male,34,CAN,prEmium,196.0,69.0,0.07,wEb,0.0,1,0
98,Female,47,U.S.,Fam ,215.0,13.0,0.02,Mob ,0.0,1,1
99,Male,19,PK,FAMILY,22.0,45.0,0.29,WEB,0.0,1,1
100,Female,30,UK,student,283.0,13.0,0.02,DeskTop,0.0,1,0
101,Female,27,FR,Free ,40.0,15.0,0.5,web,16.0,0,0
102,,25,de,STUDENT,,,,DeskTop,,1,0
103,Female,47,aus,family,240.0,61.0,0.56,Mob ,0.0,1,0
104,Male,33,U.S.,faMily,160.0,76.0,0.06,wEb,0.0,1,0
105,Male,46,canada,free,114.0,11.0,0.24,Web ,19.0,0,0
106,Other,50,australia,Stud ,251.0,9.0,0.39,wEb,0.0,1,0
107,Male,31,FR,student,181.0,89.0,0.11,DeskTop,0.0,1,1
108,Female,45,FR,PREMIUM,215.0,16.0,0.26,web,0.0,1,0
109,Male,51,FR,student,119.0,11.0,0.05,DESKTOP,0.0,1,0
110,Other,33,Ca,PREMIUM,224.0,34.0,0.11,MOBILE,0.0,1,0
111,Male,42,de,premium,31.0,61.0,0.29,MOBILE,0.0,1,0
112,Male,16,canada,faMily,17.0,10.0,0.27,DESKTOP,0.0,1,0
113,Other,31,FR,student,174.0,29.0,0.13,DESKTOP,0.0,1,1
114,Male,40,AustraLia,Fam ,31.0,48.0,0.33,wEb,0.0,1,0
115,Male,57,FR,STUDENT,84.0,40.0,0.58,desk ,0.0,1,0
116,Female,17,Ca,Free ,198.0,31.0,0.07,Web ,6.0,0,0
117,Male,31,cAnAdA,studENt,272.0,40.0,0.12,DeskTop,0.0,1,1
118,Other,45,UK,family,21.0,73.0,0.16,WEB,0.0,1,0
119,Male,59,PK,faMily,251.0,47.0,0.14,Mob ,0.0,1,0
120,Other,49,PK,faMily,95.0,81.0,0.36,mobile,0.0,1,0
121,Male,59,IN,studENt,169.0,20.0,0.18,DeskTop,0.0,1,1
122,Male,47,de,premium,35.0,20.0,0.32,desk ,0.0,1,1
123,Male,21,United States, freE,32.0,34.0,0.52,web,14.0,0,1
124,Female,28,germany, freE,55.0,67.0,0.53,DeskTop,7.0,0,0
125,Female,47,United States,faMily,120.0,26.0,0.48,DeskTop,0.0,1,0
126,Female,46,IN, freE,11.0,67.0,0.4,desk ,36.0,0,1
127,Female,20,United States,prEmium,194.0,52.0,0.2,mobIle,0.0,1,0
128,Female,34,PK,premium,81.0,85.0,0.29,wEb,0.0,1,0
129,Other,24,germany,Free ,217.0,52.0,0.45,web,23.0,0,0
130,Male,40,usa,prEmium,11.0,11.0,0.42,web,0.0,1,1
131,Male,48,UK, freE,72.0,35.0,0.53,desktop,22.0,0,0
132,Female,47,PK,PREMIUM,199.0,12.0,0.4,DESKTOP,0.0,1,0
133,,33,IN,FAMILY,,,,mobile,,1,1
134,Male,20,usA,premium,218.0,6.0,0.02,desktop,0.0,1,1
135,Other,55,germany,faMily,94.0,24.0,0.3,WEB,0.0,1,0
136,Male,58,cAnAdA,Stud ,295.0,72.0,0.43,DESKTOP,0.0,1,0
137,Other,41,usa,premium,286.0,35.0,0.42,desk ,0.0,1,0
138,Other,53,usA,studENt,298.0,37.0,0.5,mobile,0.0,1,0
139,Female,50,Ca,faMily,261.0,20.0,0.39,DeskTop,0.0,1,1
140,Other,55,United States,FREE,201.0,82.0,0.5,desktop,27.0,0,1
141,Female,56,U.S.,Free ,40.0,84.0,0.56,Web ,49.0,0,0
142,Other,18,AustraLia,prEmium,30.0,78.0,0.42,mobile,0.0,1,0
143,Male,29,cAnAdA,STUDENT,109.0,88.0,0.45,Web ,0.0,1,1
144,Female,28,UK,prEmium,171.0,19.0,0.48,Mob ,0.0,1,1
145,Male,24,PK,faMily,223.0,31.0,0.09,MOBILE,0.0,1,0
146,Other,44,australia,FAMILY,52.0,17.0,0.2,desktop,0.0,1,0
147,Other,18,IN,Fam ,195.0,94.0,0.49,desk ,0.0,1,0
148,Other,40,PK,premium,198.0,78.0,0.0,DeskTop,0.0,1,0
149,Other,22,germany,Stud ,285.0,2.0,0.3,desktop,0.0,1,0
150,Male,34,FR,PremiuM,278.0,83.0,0.24,DeskTop,0.0,1,0
151,Male,44,aus,prEmium,251.0,57.0,0.37,desk ,0.0,1,0
152,Male,58,United States,student,158.0,52.0,0.27,MOBILE,0.0,1,0
153,Female,41,PK,Fam ,14.0,41.0,0.59,Web ,0.0,1,0
154,Female,52,UK,premium,272.0,75.0,0.53,desktop,48.0,1,1
155,Male,26,IN,STUDENT,257.0,14.0,0.13,wEb,0.0,1,0
156,Other,42,canada,faMily,21.0,76.0,0.56,WEB,0.0,1,1
157,Other,27,PK,free,237.0,27.0,0.16,WEB,40.0,0,0
158,,48,DEU,FREE,,,,Mob ,,0,0
159,Other,24,AUS,FAMILY,216.0,76.0,0.28,Mob ,0.0,1,0
160,Other,34,cAnAdA,premium,137.0,97.0,0.32,web,0.0,1,0
161,Other,28,Deu,Free ,209.0,84.0,0.53,WEB,28.0,0,0
162,Female,17,FR,free,36.0,30.0,0.19,mobIle,43.0,0,1
163,Other,50,PK,FREE,95.0,50.0,0.49,DeskTop,31.0,0,1
164,Female,35,aus,premium,298.0,25.0,0.11,mobIle,0.0,1,1
165,Male,20,de,FAMILY,224.0,51.0,0.23,DeskTop,0.0,1,1
166,Female,50,PK, freE,205.0,43.0,0.48,desktop,47.0,0,0
167,Male,23,FR,student,95.0,31.0,0.37,Web ,0.0,1,0
168,Other,20,UK, freE,289.0,17.0,0.28,DESKTOP,35.0,0,0
169,Male,51,canada,PremiuM,168.0,28.0,0.54,Web ,0.0,1,0
170,Female,18,PK,FREE,211.0,48.0,0.48,MOBILE,23.0,0,1
171,Male,29,de,PremiuM,63.0,99.0,0.38,Mob ,0.0,1,0
172,Male,39,Deu,free,124.0,83.0,0.52,MOBILE,35.0,0,0
173,Other,51,CAN,FAMILY,275.0,56.0,0.05,WEB,0.0,1,0
174,Male,24,PK,STUDENT,120.0,38.0,0.11,mobile,0.0,1,0
175,Male,20,de,Free ,64.0,20.0,0.16,mobIle,20.0,0,1
176,Female,57,UK,prEmium,121.0,86.0,0.08,wEb,0.0,1,1
177,Other,16,AUS, freE,184.0,12.0,0.2,DeskTop,15.0,0,0
178,Male,18,PK,Fam ,219.0,54.0,0.06,wEb,0.0,1,0
179,Male,16,DEU,FREE,184.0,40.0,0.01,mobile,9.0,0,0
180,Female,50,UK,family,30.0,37.0,0.25,DeskTop,0.0,1,1
181,Male,23,germany,free,55.0,46.0,0.41,DeskTop,7.0,0,0
182,Female,53,aus,PremiuM,38.0,4.0,0.09,Mob ,0.0,1,0
183,Male,58,cAnAdA,PREMIUM,281.0,58.0,0.16,desktop,0.0,1,0
184,Female,31,Deu,premium,140.0,57.0,0.35,MOBILE,0.0,1,1
185,Female,19,U.S.,student,130.0,17.0,0.35,desk ,0.0,1,0
186,Female,36,usa,Stud ,238.0,82.0,0.35,web,0.0,1,1
187,Other,19,PK,PremiuM,295.0,53.0,0.55,web,0.0,1,1
188,Other,26,IN,free,265.0,31.0,0.41,wEb,38.0,0,0
189,Other,16,U.S.,Stud ,179.0,80.0,0.6,DeskTop,0.0,1,0
190,Other,49,australia,Free ,198.0,4.0,0.1,desktop,36.0,0,0
191,Female,55,UK,prEmium,180.0,17.0,0.08,web,0.0,1,0
192,Other,21,germany,STUDENT,15.0,81.0,0.26,web,0.0,1,0
193,Other,48,Ca,Free ,126.0,22.0,0.58,MOBILE,45.0,0,0
194,Female,38,IN,FAMILY,233.0,94.0,0.29,WEB,0.0,1,1
195,Male,59,PK,student,161.0,95.0,0.59,DeskTop,0.0,1,1
196,Female,31,Ca,student,100.0,70.0,0.43,Mob ,0.0,1,0
197,Female,24,United States,STUDENT,240.0,45.0,0.53,WEB,0.0,1,1
198,Male,55,UK,Stud ,170.0,95.0,0.45,MOBILE,0.0,1,0
199,Male,53,UK,faMily,150.0,29.0,0.18,DESKTOP,0.0,1,0
200,Other,31,usA,FAMILY,203.0,79.0,0.15,wEb,0.0,1,0
201,Female,49,aus,Free ,226.0,31.0,0.24,desktop,32.0,0,0
202,Other,49,UK,PremiuM,31.0,93.0,0.03,DeskTop,0.0,1,0
203,Female,33,Deu,PREMIUM,81.0,34.0,0.09,MOBILE,0.0,1,0
204,Other,59,PK,free,62.0,99.0,0.55,mobIle,5.0,0,0
205,Female,58,aus,FREE,202.0,22.0,0.45,Mob ,36.0,0,0
206,Other,49,PK, freE,207.0,33.0,0.09,web,9.0,0,1
207,Male,42,germany,studENt,20.0,38.0,0.6,web,0.0,1,0
208,Other,24,AUS,FREE,113.0,42.0,0.56,desk ,32.0,0,1
209,Male,33,IN,free,168.0,42.0,0.12,DESKTOP,49.0,0,0
210,Other,20,IN,STUDENT,251.0,79.0,0.37,wEb,0.0,1,0
211,Other,42,IN,free,222.0,95.0,0.04,desk ,29.0,0,0
212,Female,16,germany, freE,74.0,33.0,0.12,Mob ,13.0,0,0
213,Male,37,canada,PremiuM,139.0,71.0,0.16,DESKTOP,0.0,1,0
214,Female,26,FR, freE,160.0,23.0,0.06,Web ,45.0,0,0
215,Other,46,United States,PREMIUM,37.0,94.0,0.37,Web ,0.0,1,0
216,Male,36,U.S.,FAMILY,199.0,4.0,0.12,desktop,0.0,1,0
217,Other,32,FR,FREE,204.0,87.0,0.42,desktop,14.0,0,0
218,Other,18,IN,FAMILY,181.0,67.0,0.56,DeskTop,0.0,1,1
219,Other,20,Deu,premium,269.0,4.0,0.31,web,0.0,1,0
220,Female,19,IN,Free ,245.0,9.0,0.07,MOBILE,42.0,0,0
221,Other,34,cAnAdA,STUDENT,50.0,54.0,0.59,Web ,0.0,1,0
222,Other,50,Deu,Stud ,272.0,46.0,0.12,web,0.0,1,0
223,,36,FR,faMily,,,,Web ,,1,0
224,Other,53,de,Stud ,252.0,68.0,0.04,wEb,0.0,1,1
225,Female,31,PK,Stud ,155.0,2.0,0.36,DeskTop,0.0,1,1
226,Female,40,FR,free,66.0,80.0,0.02,MOBILE,48.0,0,1
227,Female,41,CAN,Stud ,51.0,26.0,0.19,WEB,0.0,1,0
228,Male,27,UK, freE,174.0,6.0,0.54,mobile,7.0,0,0
229,Other,52,DEU,studENt,165.0,20.0,0.01,desk ,0.0,1,1
230,Other,49,AUS,premium,73.0,39.0,0.11,MOBILE,0.0,1,0
231,Male,51,germany,studENt,10.0,11.0,0.09,Web ,0.0,1,0
232,Female,19,FR,prEmium,279.0,26.0,0.03,wEb,0.0,1,0
233,Male,41,UK,free,222.0,4.0,0.06,mobIle,26.0,0,1
234,Male,49,germany,PremiuM,39.0,6.0,0.54,WEB,0.0,1,0
235,Male,17,FR,PREMIUM,40.0,97.0,0.08,mobIle,0.0,1,1
236,Female,22,UK,PremiuM,254.0,86.0,0.45,DESKTOP,0.0,1,1
237,Male,31,UK,Fam ,227.0,23.0,0.55,mobIle,0.0,1,1
238,Female,19,FR,PremiuM,244.0,5.0,0.34,WEB,0.0,1,0
239,Female,37,Ca,FREE,113.0,85.0,0.23,Mob ,27.0,0,1
240,,43,UK,Free ,,,,mobIle,,0,1
241,Male,29,UK,FREE,144.0,94.0,0.33,DeskTop,19.0,0,0
242,Female,51,canada,premium,143.0,48.0,0.09,WEB,0.0,1,0
243,Male,41,canada,prEmium,110.0,61.0,0.44,MOBILE,0.0,1,0
244,Other,24,FR,faMily,283.0,90.0,0.53,Web ,0.0,1,0
245,Other,19,PK,prEmium,276.0,15.0,0.28,mobile,0.0,1,0
246,Male,48,IN,premium,178.0,70.0,0.29,DESKTOP,0.0,1,0
247,Other,37,United States,PremiuM,114.0,13.0,0.49,desk ,0.0,1,0
248,Other,59,usA,free,27.0,26.0,0.22,MOBILE,0.0,0,0
249,Female,54,IN,family,49.0,27.0,0.29,mobile,0.0,1,0
250,Female,36,AUS,PremiuM,28.0,39.0,0.27,web,0.0,1,0
251,Other,58,FR,prEmium,259.0,67.0,0.17,mobIle,0.0,1,0
252,,20,canada,FREE,,,,DESKTOP,,0,0
253,Other,18,AUS,premium,139.0,58.0,0.09,wEb,0.0,1,1
254,Female,35,Deu,FREE,53.0,97.0,0.45,desk ,29.0,0,0
255,Male,57,UK,Fam ,255.0,82.0,0.19,mobIle,0.0,1,0
256,Other,55,Ca,PREMIUM,259.0,20.0,0.01,Mob ,0.0,1,0
257,Other,53,PK,free,112.0,33.0,0.34,mobile,30.0,0,0
258,Other,22,U.S.,PREMIUM,164.0,55.0,0.48,wEb,0.0,1,0
259,Other,51,IN,premium,91.0,3.0,0.49,desktop,0.0,1,0
260,Female,43,PK,FREE,92.0,18.0,0.19,MOBILE,25.0,0,0
261,Other,37,AustraLia,FREE,140.0,14.0,0.02,mobile,31.0,0,0
262,Male,29,usA,PremiuM,259.0,28.0,0.19,desktop,0.0,1,1
263,Male,17,UK,STUDENT,119.0,73.0,0.22,DESKTOP,0.0,1,0
264,,36,IN,Stud ,,,,wEb,,1,1
265,Male,53,AustraLia,FREE,265.0,49.0,0.2,desk ,41.0,0,1
266,Female,54,IN,PREMIUM,299.0,93.0,0.27,mobIle,0.0,1,1
267,Female,59,aus,free,255.0,75.0,0.56,WEB,38.0,0,0
268,Other,42,Deu,Fam ,157.0,96.0,0.48,WEB,0.0,1,1
269,Other,36,aus,family,176.0,15.0,0.11,Mob ,0.0,1,0
270,Female,22,aus,STUDENT,146.0,45.0,0.44,MOBILE,0.0,1,0
271,Male,19,DEU,family,211.0,64.0,0.15,mobIle,0.0,1,0
272,Male,47,IN,prEmium,191.0,42.0,0.52,mobIle,0.0,1,1
273,Male,29,cAnAdA,PremiuM,218.0,72.0,0.29,mobile,0.0,1,0
274,Other,32,Ca,Fam ,128.0,94.0,0.48,WEB,0.0,1,0
275,Other,47,usa,FREE,30.0,10.0,0.38,wEb,37.0,0,0
276,Male,30,Deu,family,176.0,17.0,0.35,mobIle,0.0,1,0
277,Male,23,UK,premium,50.0,45.0,0.08,MOBILE,0.0,1,0
278,Other,37,FR,FREE,267.0,72.0,0.12,DeskTop,38.0,0,0
279,Other,17,PK,Stud ,20.0,84.0,0.45,web,0.0,1,0
280,Other,45,United States,FAMILY,187.0,54.0,0.52,MOBILE,0.0,1,0
281,Female,42,AustraLia,studENt,282.0,57.0,0.31,Mob ,0.0,1,0
282,Male,42,usa,PremiuM,52.0,55.0,0.05,WEB,0.0,1,1
283,Other,31,australia,PREMIUM,97.0,37.0,0.59,Web ,0.0,1,0
284,Female,53,IN,free,58.0,63.0,0.45,Mob ,45.0,0,0
285,Other,47,AustraLia,prEmium,126.0,71.0,0.29,DeskTop,0.0,1,1
286,Female,40,FR,premium,172.0,48.0,0.54,Web ,0.0,1,0
287,Female,35,PK,free,258.0,36.0,0.2,DeskTop,24.0,0,1
288,Female,33,IN,Free ,291.0,31.0,0.29,desk ,39.0,0,0
289,Other,44,germany,free,27.0,96.0,0.04,DeskTop,27.0,0,1
290,Other,41,UK,family,262.0,32.0,0.47,DeskTop,0.0,1,0
291,Male,32,Deu,PremiuM,52.0,52.0,0.47,DESKTOP,0.0,1,1
292,Other,20,Ca,student,108.0,26.0,0.17,web,0.0,1,0
293,Male,51,United States,premium,235.0,5.0,0.28,desk ,0.0,1,0
294,Female,25,usA,STUDENT,180.0,62.0,0.24,WEB,0.0,1,0
295,Other,32,PK,PremiuM,169.0,6.0,0.13,wEb,0.0,1,1
296,Female,34,Deu,studENt,158.0,84.0,0.1,mobile,0.0,1,1
297,Male,34,de,PREMIUM,293.0,30.0,0.16,desk ,0.0,1,0
298,Male,45,DEU,premium,99.0,84.0,0.58,web,0.0,1,1
299,Female,45,usA,student,194.0,40.0,0.59,desk ,0.0,1,0
300,Other,50,usa,PREMIUM,126.0,86.0,0.52,MOBILE,0.0,1,0
301,Female,45,UK,family,102.0,18.0,0.08,Mob ,0.0,1,0
302,Female,55,PK,free,210.0,32.0,0.15,web,29.0,0,1
303,Female,32,United States,free,134.0,71.0,0.43,mobile,14.0,0,0
304,Male,48,UK,PREMIUM,62.0,25.0,0.53,web,0.0,1,0
305,Other,36,United States,PREMIUM,183.0,29.0,0.53,Web ,0.0,1,0
306,Other,39,germany,PREMIUM,279.0,97.0,0.36,MOBILE,0.0,1,0
307,Other,59,CAN,prEmium,159.0,48.0,0.21,Mob ,0.0,1,1
308,Male,23,U.S.,PREMIUM,187.0,22.0,0.14,DeskTop,0.0,1,1
309,Other,41,UK,family,57.0,3.0,0.41,Mob ,0.0,1,0
310,Female,31,FR,faMily,133.0,88.0,0.07,desktop,0.0,1,0
311,Male,48,IN,STUDENT,168.0,78.0,0.41,desktop,0.0,1,0
312,Female,21,AUS,faMily,251.0,47.0,0.55,MOBILE,0.0,1,0
313,Other,18,aus,Fam ,71.0,18.0,0.0,WEB,0.0,1,0
314,Other,25,FR,STUDENT,130.0,66.0,0.55,desk ,0.0,1,0
315,Male,56,IN,Stud ,206.0,64.0,0.1,mobIle,0.0,1,1
316,,34,FR,free,,,,Mob ,,0,0
317,Other,25,CAN,family,122.0,69.0,0.09,Web ,0.0,1,0
318,Male,24,PK,PREMIUM,158.0,51.0,0.26,web,0.0,1,0
319,,41,FR,STUDENT,,,,Mob ,,1,0
320,,38,IN,studENt,,,,desktop,,1,0
321,Other,19,usa,FAMILY,294.0,5.0,0.44,wEb,0.0,1,0
322,Other,25,IN,student,12.0,2.0,0.34,WEB,0.0,1,1
323,Male,55,IN,FAMILY,218.0,58.0,0.36,DeskTop,0.0,1,0
324,Female,17,UK,Free ,213.0,48.0,0.35,DESKTOP,0.0,0,0
325,Female,50,FR,studENt,66.0,13.0,0.58,Mob ,0.0,1,1
326,Other,39,DEU, freE,295.0,20.0,0.09,Mob ,21.0,0,1
327,Male,26,AUS,student,131.0,98.0,0.24,desk ,0.0,1,0
328,Other,34,UK,FREE,203.0,10.0,0.1,desktop,42.0,0,0
329,Female,32,CAN,premium,201.0,38.0,0.44,web,0.0,1,0
330,Female,40,cAnAdA,student,59.0,35.0,0.37,desktop,0.0,1,0
331,Male,32,usa,faMily,119.0,39.0,0.45,Web ,0.0,1,0
332,Female,51,cAnAdA,prEmium,219.0,96.0,0.51,WEB,0.0,1,1
333,Male,46,CAN,family,152.0,83.0,0.58,mobIle,0.0,1,0
334,Female,51,CAN,PREMIUM,157.0,9.0,0.57,WEB,0.0,1,0
335,,38,CAN, freE,,,,mobile,,0,0
336,Female,54,FR,FAMILY,63.0,68.0,0.21,mobIle,0.0,1,0
337,Male,59,UK,prEmium,93.0,36.0,0.39,desktop,0.0,1,0
338,Other,41,australia,Stud ,97.0,78.0,0.02,Web ,0.0,1,0
339,Other,34,IN,premium,289.0,79.0,0.09,DESKTOP,0.0,1,0
340,Female,55,IN,faMily,291.0,39.0,0.3,mobile,0.0,1,1
341,Female,34,UK,faMily,291.0,70.0,0.22,desk ,0.0,1,0
342,Female,20,UK,Stud ,218.0,76.0,0.58,wEb,0.0,1,1
343,Other,20,CAN,prEmium,86.0,19.0,0.26,WEB,9.0,1,0
344,Male,32,IN,Stud ,157.0,12.0,0.48,Web ,0.0,1,1
345,Female,37,de,STUDENT,171.0,65.0,0.52,Web ,0.0,1,1
346,Other,50,cAnAdA,family,16.0,64.0,0.05,web,0.0,1,0
347,Female,21,DEU,Fam ,207.0,21.0,0.18,web,0.0,1,1
348,Male,48,usA,premium,123.0,37.0,0.27,wEb,0.0,1,0
349,Male,46,IN,PREMIUM,55.0,48.0,0.47,Web ,0.0,1,1
350,,44,AustraLia, freE,,,,desktop,,0,0
351,Female,55,PK, freE,237.0,52.0,0.19,Web ,19.0,0,0
352,Female,57,australia,Stud ,85.0,32.0,0.0,DESKTOP,0.0,1,0
353,Other,41,cAnAdA,faMily,78.0,33.0,0.04,desktop,0.0,1,0
354,Male,50,CAN,FREE,107.0,7.0,0.42,desktop,27.0,0,1
355,Other,32,FR,free,202.0,29.0,0.14,wEb,41.0,0,0
356,Male,51,PK,faMily,211.0,25.0,0.51,mobile,0.0,1,0
357,Female,26,FR,free,73.0,27.0,0.19,web,26.0,0,1
358,Male,22,PK,PremiuM,229.0,70.0,0.02,DESKTOP,0.0,1,0
359,Male,19,UK,FREE,117.0,9.0,0.56,DeskTop,0.0,0,0
